City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
185,naze,28.3667,129.4833,15.51,63,100,4.13,JP,1675557118
186,srandakan,-7.9386,110.2506,26.13,84,100,3.05,ID,1675557118
187,khatanga,71.9667,102.5,-40.22,100,51,2.02,RU,1675557119
188,carnarvon,-24.8667,113.6333,27.58,65,11,3.95,AU,1675557119
189,saskylakh,71.9167,114.0833,-32.97,97,100,1.56,RU,1675557119
190,bonavista,48.6499,-53.1147,-8.72,71,100,17.49,CA,1675557120
191,srednekolymsk,67.45,153.6833,-36.05,100,100,1.73,RU,1675556934
192,uthal,25.8072,66.6219,18.46,86,0,1.65,PK,1675557120
193,lekoni,-1.5843,14.2591,24.56,71,90,3.22,GA,1675557121
194,ribas do rio pardo,-20.4431,-53.7592,21.95,93,90,0.35,BR,1675557121
195,myrtle beach,33.6891,-78.8867,4.49,74,26,3.78,US,1675556939
196,hami,42.8,93.45,-1.53,38,100,2.13,CN,1675557125
197,fort nelson,58.8053,-122.7002,-14.47,82,100,1.54,CA,1675557126
198,beringovskiy,63.05,179.3167,-26.52,85,100,7.01,RU,1675557129
199,pacific grove,36.6177,-121.9166,15.79,87,100,9.83,US,1675556727
200,egvekinot,66.3167,-179.1667,-32.15,88,25,6.0,RU,1675557157
201,mahajanga,-15.7167,46.3167,23.01,94,40,2.57,MG,1675557157
202,boddam,57.4667,-1.7833,3.57,72,0,8.83,GB,1675557158
203,tiksi,71.6872,128.8694,-30.7,100,100,1.22,RU,1675557158
204,severo-kurilsk,50.6789,156.125,-2.09,72,99,2.77,RU,1675557151
205,semporna,4.4818,118.6112,26.96,79,99,2.74,MY,1675557159
206,red wing,44.5625,-92.5338,-1.64,75,40,1.54,US,1675557103
207,tocopilla,-22.092,-70.1979,23.18,75,30,2.14,CL,1675557113
208,peravurani,10.3,79.1833,20.75,93,66,3.42,IN,1675557159
209,dwarka,22.2394,68.9678,20.09,69,9,4.34,IN,1675557160
210,zyryanka,65.75,150.85,-29.49,98,100,1.72,RU,1675557160
211,nesna,66.1967,13.0213,4.81,90,100,7.73,NO,1675557161
212,axim,4.8699,-2.2405,25.63,89,100,3.41,GH,1675557161
213,san cristobal,7.7669,-72.225,22.1,64,40,0.73,VE,1675556866
214,ozernovskiy,51.5,156.5167,-3.11,77,100,3.25,RU,1675557162
215,mitha tiwana,32.2486,72.1108,13.11,47,4,1.51,PK,1675557162
216,faanui,-16.4833,-151.75,27.44,73,43,7.81,PF,1675557162
217,saint john,45.2727,-66.0677,-16.0,38,0,7.2,CA,1675556746
218,anadyr,64.75,177.4833,-29.72,76,0,3.0,RU,1675557163
219,hof,50.3167,11.9167,-3.08,88,38,2.06,DE,1675557163
220,buritizeiro,-17.3511,-44.9622,24.96,70,94,1.08,BR,1675557163
221,faya,18.3851,42.4509,10.29,57,92,0.77,SA,1675557164
222,lebu,-37.6167,-73.65,14.92,95,84,1.27,CL,1675557164
223,tateyama,34.9833,139.8667,9.5,57,70,6.04,JP,1675557165
224,astoria,46.1879,-123.8313,11.03,74,100,5.14,US,1675557037
225,klaksvik,62.2266,-6.589,5.51,73,97,12.02,FO,1675557057
226,kahului,20.8947,-156.47,27.01,65,20,10.29,US,1675557165
227,kapoeta,4.7717,33.5903,27.38,28,97,1.86,SS,1675557166
228,fare,-16.7,-151.0167,27.25,74,21,7.25,PF,1675557166
229,east london,-33.0153,27.9116,23.39,81,100,6.73,ZA,1675557166
230,saint-pierre,-21.3393,55.4781,24.82,83,0,2.06,RE,1675557167
231,sept-iles,50.2001,-66.3821,-19.97,66,20,8.75,CA,1675557167
232,hobart,-42.8794,147.3294,21.81,51,0,0.45,AU,1675557007
233,monkey bay,-14.0728,34.9201,24.45,79,100,2.45,MW,1675557168
234,sao francisco do sul,-26.2433,-48.6381,25.95,94,40,1.03,BR,1675557168
235,mezhdurechensk,53.6942,88.0603,-20.45,100,100,0.91,RU,1675557168
236,kyabe,9.4515,18.9449,25.98,17,2,2.76,TD,1675557169
237,port keats,-14.25,129.55,29.48,64,38,2.74,AU,1675557169
238,bambous virieux,-20.3428,57.7575,26.14,83,40,1.54,MU,1675557170
239,mayo,38.8876,-76.5119,-0.83,56,0,4.63,US,1675557170
240,nome,64.5011,-165.4064,-9.96,85,100,3.09,US,1675557170
241,salinas,36.6777,-121.6555,16.38,89,100,3.09,US,1675557034
242,duderstadt,51.5131,10.2595,1.35,91,23,2.1,DE,1675557171
243,letka,59.6011,49.4232,-12.64,99,99,0.3,RU,1675557171
244,asau,46.4333,26.4,-4.29,86,100,4.29,RO,1675557172
245,hailar,49.2,119.7,-27.6,100,93,1.59,CN,1675557172
246,raduzhnyy,62.0961,77.475,-18.55,100,99,2.76,RU,1675557173
247,marsh harbour,26.5412,-77.0636,22.45,76,89,12.64,BS,1675557174
248,kavaratti,10.5669,72.642,27.18,69,8,1.44,IN,1675557174
249,lafia,8.4833,8.5167,26.83,17,100,0.84,NG,1675557175
250,okha,53.5739,142.9478,-24.19,96,54,5.46,RU,1675557175
251,salalah,17.0151,54.0924,21.05,83,20,1.54,OM,1675557176
252,oistins,13.0667,-59.5333,26.05,78,75,9.77,BB,1675557087
253,iqaluit,63.7506,-68.5145,-36.15,68,75,6.69,CA,1675557176
254,hajipur,25.6833,85.2167,13.99,94,0,0.0,IN,1675557177
255,beloha,-25.1667,45.05,22.46,81,100,5.88,MG,1675557178
256,codrington,-38.2667,141.9667,16.43,70,100,3.19,AU,1675556920
257,marawi,7.9986,124.2928,23.85,71,100,0.72,PH,1675557178
258,khash,28.2211,61.2158,9.15,67,0,2.34,IR,1675557179
259,jahanabad,25.2167,84.9833,13.91,65,0,3.32,IN,1675557179
260,kyren,51.6828,102.1408,-16.83,90,57,0.49,RU,1675556924
261,terrace,54.5163,-128.6035,3.95,93,100,1.03,CA,1675557039
262,skjervoy,70.0311,20.9714,-1.0,61,100,6.52,NO,1675557180
263,great falls,47.5002,-111.3008,5.25,61,0,8.23,US,1675557102
264,lenger,42.183,69.8839,-0.31,99,100,2.43,KZ,1675557180
265,zheleznodorozhnyy,55.7503,38.0042,-0.25,98,100,1.61,RU,1675557181
266,aguimes,27.9054,-15.4461,13.14,77,20,4.12,ES,1675557181
267,maryborough,-25.5333,152.7,29.5,57,93,3.94,AU,1675557182
268,upernavik,72.7868,-56.1549,-22.86,99,98,0.79,GL,1675557183
269,airai,-8.9266,125.4092,19.54,76,100,1.69,TL,1675557185
270,tiznit,29.5833,-9.5,10.32,36,41,1.42,MA,1675557186
271,ippy,6.2679,21.2247,22.45,19,41,1.04,CF,1675557188
272,cumberland,35.0502,-78.8664,4.16,54,0,0.0,US,1675556979
273,arraial do cabo,-22.9661,-42.0278,24.95,90,14,4.62,BR,1675557198
274,lasa,46.6166,10.7002,1.49,64,22,3.98,IT,1675557206
275,khasan,42.4308,130.6434,-5.5,67,14,1.44,RU,1675557208
276,frutal,-20.0247,-48.9406,22.67,89,100,1.46,BR,1675557102
277,aykhal,66.0,111.5,-38.48,100,36,0.89,RU,1675557214
278,karachi,24.9056,67.0822,14.9,94,40,1.54,PK,1675556930
279,oranjestad,12.524,-70.027,26.06,81,12,2.68,AW,1675556787
280,college,64.8569,-147.8028,-13.03,78,75,2.57,US,1675557216
281,skelleftea,64.7507,20.9528,-12.8,78,20,3.6,SE,1675557216
282,santa quiteria,-4.3319,-40.1567,24.34,76,100,1.77,BR,1675557217
283,acapulco,16.8634,-99.8901,28.9,61,0,4.12,MX,1675557194
284,chestermere,51.0334,-113.8187,6.37,39,20,3.6,CA,1675557217
285,zhangye,38.9342,100.4517,-4.47,48,24,0.96,CN,1675557218
286,aketi,2.7388,23.7833,19.77,41,17,0.98,CD,1675557218
287,ploemeur,47.7333,-3.4333,8.23,83,100,0.0,FR,1675557218
288,prince rupert,54.3161,-130.3201,7.83,91,100,16.46,CA,1675557040
289,shenjiamen,29.9576,122.298,8.58,86,100,5.0,CN,1675557219
290,cascais,38.6979,-9.4215,13.36,55,0,6.71,PT,1675557219
291,pangnirtung,66.1451,-65.7125,-35.42,98,99,0.23,CA,1675557219
292,bocas del toro,9.3333,-82.25,25.4,75,30,3.08,PA,1675557220
293,paamiut,61.994,-49.6678,-8.2,91,100,4.44,GL,1675557220
294,temerloh,3.4483,102.4176,23.32,99,99,1.38,MY,1675557221
295,champerico,14.3,-91.9167,30.3,68,0,2.14,GT,1675557221
296,palana,59.1167,159.9667,-17.55,94,89,1.35,RU,1675557222
297,miyako,39.6367,141.9525,1.85,50,21,1.67,JP,1675557222
298,kargasok,59.0556,80.8572,-20.03,100,100,1.58,RU,1675557222
299,oliveira dos brejinhos,-12.3169,-42.8961,23.69,69,51,1.1,BR,1675557223
300,meghri,38.9029,46.2446,1.61,55,43,2.49,AM,1675557223
301,vestmannaeyjar,63.4427,-20.2734,4.9,96,100,13.78,IS,1675557223
302,coihaique,-45.5752,-72.0662,22.97,49,20,1.54,CL,1675557224
303,shingu,33.7333,135.9833,8.86,39,0,1.26,JP,1675557224
304,zhengjiatun,43.5064,123.5064,-5.95,44,100,1.89,CN,1675557224
305,itoman,26.1247,127.6694,18.01,88,75,6.17,JP,1675557225
306,hasaki,35.7333,140.8333,7.38,52,10,6.03,JP,1675557226
307,payakumbuh,-0.2202,100.6308,21.93,95,99,0.49,ID,1675557226
308,pancas,-19.225,-40.8514,23.86,84,0,1.75,BR,1675557227
309,santa cruz cabralia,-16.2781,-39.0247,26.13,89,20,3.6,BR,1675557227
310,valparaiso,-33.0393,-71.6273,18.8,72,0,3.6,CL,1675557182
311,tank,32.2217,70.3793,14.33,40,97,1.65,PK,1675557228
312,goderich,43.7501,-81.7165,-2.82,68,100,7.72,CA,1675557040
313,owando,-0.4819,15.8999,24.51,64,100,1.23,CG,1675557229
314,ketchikan,55.3422,-131.6461,7.99,93,100,5.14,US,1675557229
315,quang ngai,15.1167,108.8,22.98,83,67,1.47,VN,1675557230
316,umm kaddadah,13.6017,26.6876,16.28,18,67,6.13,SD,1675557230
317,mae ramat,16.984,98.5166,22.67,75,18,0.22,TH,1675557230
318,namtsy,62.7161,129.6658,-31.79,98,100,0.64,RU,1675557210
319,erechim,-27.6342,-52.2739,16.29,78,2,0.97,BR,1675557231
320,shirokiy,49.758,129.523,-20.23,95,24,2.38,RU,1675557231
321,san-pedro,4.7485,-6.6363,24.82,91,6,2.71,CI,1675557232
322,levelland,33.5873,-102.378,11.74,27,10,4.5,US,1675557232
323,basco,20.4487,121.9702,24.32,70,75,10.55,PH,1675557233
324,bend,44.0582,-121.3153,8.6,61,0,3.09,US,1675557105
325,soma,39.1855,27.6094,3.09,94,100,1.87,TR,1675557233
326,sinnamary,5.3833,-52.95,25.03,87,100,6.93,GF,1675557234
327,ilulissat,69.2167,-51.1,-18.99,65,5,0.51,GL,1675557234
328,dordrecht,51.81,4.6736,8.33,94,100,1.34,NL,1675557234
329,olafsvik,64.8945,-23.7142,3.28,97,100,13.52,IS,1675557235
330,araguacu,-12.9306,-49.8264,22.97,92,100,1.28,BR,1675557235
331,bogorodskoye,56.55,37.8833,-6.1,98,99,1.49,RU,1675557236
332,sabzevar,36.2126,57.6819,3.44,35,100,2.62,IR,1675557236
333,roald,62.5833,6.1333,5.97,87,75,6.69,NO,1675557128
334,ulladulla,-35.35,150.4667,22.29,50,0,3.75,AU,1675557237
335,katangli,51.7102,143.2326,-19.47,91,27,4.79,RU,1675557237
336,cockburn town,21.4612,-71.1419,24.98,69,40,6.17,TC,1675557237
337,marzuq,14.4,46.4667,16.52,64,100,0.57,YE,1675557238
338,maumere,-8.6199,122.2111,26.72,84,100,3.37,ID,1675557239
339,gijon,43.5357,-5.6615,10.0,74,65,0.45,ES,1675557230
340,dmitriyevskoye,45.8053,41.8967,0.76,93,83,2.27,RU,1675557239
341,quatre cocos,-20.2078,57.7625,26.06,85,97,3.46,MU,1675557240
342,sinop,41.7711,34.8709,-0.91,82,55,3.6,TR,1675557240
343,torbay,47.6666,-52.7314,-11.39,83,75,11.32,CA,1675557240
344,yining,29.0361,114.5636,7.99,89,100,0.04,CN,1675557063
345,kez,57.8979,53.7152,-10.72,97,100,0.6,RU,1675557241
346,shache,38.4167,77.2406,-1.83,84,13,2.48,CN,1675557243
347,doha,25.2867,51.5333,16.99,65,0,2.06,QA,1675557063
348,manzhouli,49.6,117.4333,-23.95,99,69,1.97,CN,1675557250
349,ahipara,-35.1667,173.1667,22.05,72,100,4.59,NZ,1675557253
350,benjamin constant,-4.3831,-70.0311,23.07,100,100,0.65,BR,1675557259
351,mitsamiouli,-11.3847,43.2844,27.31,73,100,0.97,KM,1675557268
352,berdigestyakh,62.0989,126.6992,-32.01,98,100,1.45,RU,1675557274
353,sidhi,24.4167,81.8833,13.15,41,0,1.96,IN,1675557275
354,khani,41.9563,42.9566,-0.24,64,83,2.74,GE,1675557276
355,chegdomyn,51.1167,133.0167,-24.43,93,100,0.62,RU,1675557276
356,port macquarie,-31.4333,152.9167,27.72,52,0,2.99,AU,1675557026
357,port hardy,50.6996,-127.4199,8.1,87,100,12.86,CA,1675557040
358,conceicao do araguaia,-8.2578,-49.2647,23.5,89,92,0.99,BR,1675557277
359,avera,33.194,-82.5271,5.73,48,100,2.82,US,1675557278
360,santa isabel do rio negro,-0.4139,-65.0192,23.29,98,100,0.93,BR,1675557278
361,padang,-0.9492,100.3543,24.03,92,100,0.32,ID,1675557278
362,brae,60.3964,-1.353,6.05,57,29,10.1,GB,1675557279
363,road town,18.4167,-64.6167,26.02,83,40,5.66,VG,1675557279
364,ljungby,56.8332,13.9408,-13.77,71,100,2.68,SE,1675557279
365,nikopol,47.5712,34.3964,-1.24,83,100,3.36,UA,1675557280
366,rawson,-43.3002,-65.1023,26.47,38,44,10.67,AR,1675557280
367,loukhi,66.0764,33.0381,-14.3,94,100,3.1,RU,1675557281
368,vredendal,-31.6683,18.5012,20.04,85,100,2.28,ZA,1675557281
369,smithers,54.7804,-127.1743,4.18,81,100,2.06,CA,1675557045
370,ibra,22.6906,58.5334,17.65,70,0,1.17,OM,1675557282
371,fremont,37.5483,-121.9886,15.48,89,75,8.23,US,1675557105
372,meulaboh,4.1363,96.1285,24.2,83,100,1.47,ID,1675557282
373,zonguldak,41.25,31.8333,-1.33,92,100,1.61,TR,1675557283
374,lixourion,38.2019,20.4314,10.25,58,84,15.42,GR,1675557283
375,xuddur,4.1213,43.8894,18.86,71,98,6.2,SO,1675557283
376,kieta,-6.2167,155.6333,28.11,78,100,1.66,PG,1675557284
377,choctaw,35.4976,-97.2689,14.28,52,0,8.23,US,1675557284
378,souillac,-20.5167,57.5167,26.21,83,40,1.54,MU,1675557285
379,broken hill,-31.95,141.4333,21.71,38,0,3.22,AU,1675557285
380,hirara,24.8,125.2833,20.92,77,75,3.09,JP,1675557286
381,mecca,21.4267,39.8261,19.38,59,4,1.63,SA,1675557286
382,loandjili,-4.7561,11.8578,25.06,88,40,2.57,CG,1675557286
383,lakes entrance,-37.8811,147.981,21.76,51,0,4.97,AU,1675557287
384,port shepstone,-30.7414,30.455,22.42,85,20,6.75,ZA,1675557287
385,parabel,58.6978,81.4825,-20.56,100,100,1.7,RU,1675557288
386,kloulklubed,7.0419,134.2556,28.28,77,100,8.26,PW,1675557288
387,san ramon,37.7799,-121.978,15.15,91,100,5.66,US,1675557024
388,vila do maio,15.1333,-23.2167,21.44,64,100,8.19,CV,1675557289
389,lumding,25.7535,93.1732,12.07,63,0,0.84,IN,1675557289
390,osinki,52.8432,49.5132,-16.35,97,100,1.96,RU,1675557290
391,rocha,-34.4833,-54.3333,19.27,90,100,7.75,UY,1675557206
392,little current,45.9793,-81.9248,-4.18,78,100,0.45,CA,1675557044
393,byron bay,-28.65,153.6167,29.41,64,87,3.91,AU,1675557268
394,kungur,57.4368,56.9593,-14.53,97,100,1.11,RU,1675557290
395,oriximina,-1.7656,-55.8661,23.72,94,100,1.24,BR,1675557291
396,fuxin,42.0156,121.6589,-3.05,38,100,0.93,CN,1675557291
397,olenino,56.2092,33.4889,-7.97,96,98,2.22,RU,1675557292
398,nysa,50.4738,17.3344,-1.35,92,100,4.92,PL,1675557292
399,lop buri,14.7981,100.654,26.75,96,98,1.47,TH,1675557292
400,belgrade,44.804,20.4651,-0.93,63,0,7.2,RS,1675557005
401,san carlos,9.6612,-68.5827,25.78,62,35,1.48,VE,1675557074
402,tucurui,-3.7661,-49.6725,23.36,95,100,1.24,BR,1675557293
403,dudinka,69.4058,86.1778,-11.32,96,100,3.81,RU,1675557293
404,cape coast,5.1053,-1.2466,25.74,88,24,3.16,GH,1675557294
405,bathsheba,13.2167,-59.5167,26.34,78,75,9.77,BB,1675557294
